Station Address,City,State/Province,Transaction Date,Transaction Start Time,   Charging Time (minutes)   , Energy (kWh) , GHG Savings (kg) , Gasoline Savings (gallons) ,Port Type
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/7/2019,9:12 AM,61,2.29,0.96,0.29,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/7/2019,8:52 AM,53,4.9,2.06,0.62,Level 2
"Leidsekade 23, 3531 BN",Utrecht,Utrecht,9/7/2019,9:15 AM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/7/2019,7:58 AM,68,6.55,2.75,0.82,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/7/2019,8:02 AM,20,1.12,0.47,0.14,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,7:28 PM,172,17.79,7.47,2.23,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/8/2019,7:01 PM,41,2.33,0.98,0.29,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/8/2019,6:10 PM,91,5.51,2.31,0.69,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/8/2019,11:02 AM,73,3.76,1.58,0.47,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/8/2019,4:43 PM,67,6.82,2.86,0.86,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/8/2019,4:56 PM,20,2.33,0.98,0.29,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/8/2019,1:01 PM,204,22.4,9.41,2.81,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/8/2019,11:41 AM,127,12.44,5.23,1.56,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/8/2019,1:56 PM,90,8.79,3.69,1.1,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/8/2019,11:51 AM,200,20.04,8.42,2.52,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/8/2019,1:18 PM,78,8.02,3.37,1.01,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/8/2019,11:09 AM,   -     , -   , -   , -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,11:37 AM,127,6.23,2.62,0.78,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/8/2019,12:41 PM,38,3.89,1.64,0.49,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,11:59 AM,61,3.36,1.41,0.42,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/8/2019,8:43 AM,118,6.13,2.57,0.77,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,10:46 AM,66,3.77,1.58,0.47,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,9:34 AM,124,9.82,4.12,1.23,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/8/2019,8:35 AM,131,6.35,2.67,0.8,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/8/2019,9:15 AM,73,4.84,2.03,0.61,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/8/2019,8:57 AM,89,4.27,1.79,0.54,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/8/2019,6:26 AM,220,18.25,7.67,2.29,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/9/2019,3:34 PM,84,4.93,2.07,0.62,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/9/2019,10:38 PM,141,9.22,3.87,1.16,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,7:10 PM,63,6.18,2.59,0.78,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,6:10 PM,77,3.86,1.62,0.48,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,7:42 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,5:21 PM,14,0.58,0.25,0.07,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/9/2019,10:19 AM,121,6.18,2.59,0.78,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/9/2019,3:14 PM,169,8.95,3.76,1.12,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/9/2019,5:24 PM,25,2.53,1.06,0.32,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,5:01 PM,35,1.88,0.79,0.24,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/9/2019,3:44 PM,54,2.82,1.18,0.35,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/9/2019,3:39 PM,74,7.48,3.14,0.94,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,2:45 PM,119,11.86,4.98,1.49,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,4:08 PM,16,1.62,0.68,0.2,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/9/2019,8:52 AM,240,12.1,5.08,1.52,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,3:26 PM,31,3.05,1.28,0.38,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/9/2019,11:12 AM,232,11.86,4.98,1.49,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,1:41 PM,126,6.81,2.86,0.85,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/9/2019,8:36 AM,121,6.53,2.74,0.82,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/9/2019,1:50 PM,70,7.17,3.01,0.9,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/9/2019,12:00 PM,138,7.81,3.28,0.98,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,12:39 PM,125,12.46,5.23,1.56,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/9/2019,11:59 AM,112,9.88,4.15,1.24,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/9/2019,12:25 PM,75,4.73,1.99,0.59,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/9/2019,11:35 AM,68,7.83,3.29,0.98,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,9:27 AM,191,19.11,8.03,2.4,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/9/2019,10:31 AM,115,6.25,2.63,0.79,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/9/2019,8:31 AM,191,11.35,4.77,1.42,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/9/2019,8:12 AM,176,10.15,4.26,1.27,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/9/2019,9:29 AM,98,10.02,4.21,1.26,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/9/2019,8:04 AM,179,9.43,3.96,1.18,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/9/2019,8:54 AM,114,11.41,4.79,1.43,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/9/2019,7:57 AM,136,8.74,3.67,1.1,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/9/2019,8:01 AM,51,4.22,1.77,0.53,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/9/2019,6:13 AM,112,12.1,5.08,1.52,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/10/2019,10:50 AM,42,2.42,1.02,0.3,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/10/2019,11:10 PM,205,15.81,6.64,1.98,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/10/2019,6:45 PM,178,9.86,4.14,1.24,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,7:23 PM,41,3.77,1.59,0.47,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/10/2019,6:57 PM,55,6.47,2.72,0.81,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,5:31 PM,126,12.02,5.05,1.51,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,7:16 PM,6, -   , -   , -   ,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/10/2019,6:39 PM,38,3.73,1.57,0.47,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/10/2019,5:16 PM,119,11.71,4.92,1.47,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,8:19 AM,189,14.22,5.97,1.79,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/10/2019,4:09 PM,109,4.68,1.97,0.59,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/10/2019,4:32 PM,63,5.37,2.25,0.67,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/10/2019,5:15 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/10/2019,8:18 AM,125,6.68,2.8,0.84,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/10/2019,3:25 PM,83,8.35,3.51,1.05,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/10/2019,4:21 PM,27,1.49,0.63,0.19,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,12:07 PM,203,16.46,6.91,2.07,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/10/2019,1:46 PM,67,7.39,3.1,0.93,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/10/2019,9:20 AM,313,34.45,14.47,4.32,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/10/2019,10:33 AM,213,10.78,4.53,1.35,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/10/2019,1:02 PM,64,6.35,2.67,0.8,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/10/2019,1:26 PM,37,3.98,1.67,0.5,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/10/2019,11:30 AM,105,5.02,2.11,0.63,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/10/2019,8:52 AM,233,27.36,11.49,3.43,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/10/2019,8:02 AM,53,2.42,1.02,0.3,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/10/2019,8:34 AM,139,11.48,4.82,1.44,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,3:23 PM,125,6.32,2.65,0.79,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,3:36 PM,51,2.98,1.25,0.37,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/11/2019,6:49 PM,351,29.77,12.5,3.74,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,8:03 PM,75,1.82,0.77,0.23,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/11/2019,7:14 PM,103,10.24,4.3,1.29,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/11/2019,4:44 PM,194,13.27,5.57,1.67,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/11/2019,5:30 PM,160,16.76,7.04,2.1,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,7:30 PM,34,2.91,1.22,0.37,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/11/2019,5:26 PM,137,14.08,5.92,1.77,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,7:23 PM,1,0.04,0.02,0.01,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,6:36 PM,46,2.76,1.16,0.35,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/11/2019,5:22 PM,88,8.97,3.77,1.13,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/11/2019,6:40 AM,219,11.31,4.75,1.42,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/11/2019,5:38 PM,   -     , -   , -   , -   ,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/11/2019,5:38 PM,   -     , -   , -   , -   ,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/11/2019,4:27 PM,67,3.69,1.55,0.46,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/11/2019,5:28 PM,  -    ,0,0, -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,3:53 PM,89,5.53,2.32,0.7,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/11/2019,4:33 PM,45,5,2.1,0.63,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,10:47 AM,183,13.26,5.57,1.67,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/11/2019,12:46 PM,56,5.47,2.3,0.69,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/11/2019,8:57 AM,405,41.07,17.25,5.15,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/11/2019,2:39 PM,50,4.98,2.09,0.63,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,1:15 PM,56,2.59,1.09,0.33,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/11/2019,11:24 AM,100,8.97,3.77,1.13,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/11/2019,10:14 AM,34,1.93,0.81,0.24,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/11/2019,12:40 PM,69,6.97,2.93,0.88,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/11/2019,12:04 PM,95,9.68,4.07,1.22,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,12:02 PM,89,8.44,3.55,1.06,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/11/2019,12:03 PM,63,3.88,1.63,0.49,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/11/2019,12:27 PM,14,1.48,0.62,0.19,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/11/2019,8:28 AM,46,2.04,0.86,0.26,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/11/2019,8:39 AM,161,15.73,6.61,1.97,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/11/2019,9:16 AM,149,15.17,6.37,1.9,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/11/2019,5:33 AM,190,9.53,4,1.2,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/12/2019,10:45 AM,47,2.71,1.14,0.34,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,9/12/2019,9:35 AM,186,12.37,5.2,1.55,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/12/2019,7:32 PM,202,20.58,8.64,2.58,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/12/2019,5:20 PM,177,17.7,7.43,2.22,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/12/2019,8:18 PM,58,2.93,1.23,0.37,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/12/2019,5:56 PM,198,18.35,7.71,2.3,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/12/2019,4:53 PM,121,6.35,2.67,0.8,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,6:52 PM,9,0.35,0.15,0.04,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/12/2019,5:49 PM,33,3.17,1.33,0.4,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/12/2019,1:47 PM,81,3.87,1.63,0.49,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,3:16 PM,115,5.95,2.5,0.75,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/12/2019,3:49 PM,39,2.06,0.87,0.26,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/12/2019,8:49 AM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,2:25 PM,111,8.33,3.5,1.05,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/12/2019,8:04 AM,120,6.5,2.73,0.82,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/12/2019,2:16 PM,39,2.17,0.91,0.27,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,2:16 PM,21,1.08,0.46,0.14,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/12/2019,10:58 AM,160,8.28,3.48,1.04,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/12/2019,8:33 AM,169,8.94,3.75,1.12,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/12/2019,8:23 AM,258,19.95,8.38,2.5,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/12/2019,10:14 AM,162,7.39,3.11,0.93,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/12/2019,10:31 AM,140,11.73,4.93,1.47,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/12/2019,11:03 AM,95,5.91,2.48,0.74,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,12:12 PM,15,1.09,0.46,0.14,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/12/2019,10:28 AM,50,2.37,1,0.3,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/12/2019,6:37 AM,235,12.16,5.11,1.53,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,11:09 AM,55,3.35,1.41,0.42,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,10:00 AM,66,6.91,2.9,0.87,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/12/2019,8:45 AM,94,10.2,4.28,1.28,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/12/2019,5:56 AM,143,13.69,5.75,1.72,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,7:38 AM,34,1.94,0.81,0.24,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,6:53 AM,17,0.96,0.4,0.12,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/12/2019,5:31 AM,78,7.64,3.21,0.96,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/12/2019,6:20 AM,19,1.06,0.44,0.13,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/12/2019,5:55 AM,   -     , -   , -   , -   ,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/12/2019,5:54 AM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/13/2019,8:43 PM,210,19.07,8.01,2.39,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,9:34 PM,142,12.88,5.41,1.62,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/13/2019,5:32 PM,253,14.21,5.97,1.78,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/13/2019,4:52 PM,164,9.62,4.04,1.21,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,8:41 PM,58,5.6,2.35,0.7,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/13/2019,7:50 PM,92,9.34,3.93,1.17,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,7:20 PM,64,6.48,2.72,0.81,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/13/2019,6:09 PM,118,11.87,4.99,1.49,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/13/2019,7:02 PM,63,6.36,2.67,0.8,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/13/2019,6:48 PM,75,4.61,1.94,0.58,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/13/2019,6:17 PM,83,4.39,1.85,0.55,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,8:08 AM,214,14.36,6.03,1.8,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,5:11 PM,151,15.34,6.44,1.93,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/13/2019,6:58 PM,25,1.39,0.59,0.18,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,4:24 PM,165,16.33,6.86,2.05,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/13/2019,5:48 PM,75,8.1,3.4,1.02,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/13/2019,5:41 PM,80,5.16,2.17,0.65,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/13/2019,5:17 PM,102,9.86,4.14,1.24,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/13/2019,5:31 PM,85,8.97,3.77,1.13,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/13/2019,4:41 PM,49,2.62,1.1,0.33,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/13/2019,3:20 PM,115,6.64,2.79,0.83,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/13/2019,3:09 PM,118,5.67,2.38,0.71,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,5:09 PM,  -    ,0.01,0,0,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/13/2019,4:24 PM,37,3.75,1.58,0.47,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,3:34 PM,61,5.98,2.51,0.75,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/13/2019,3:17 PM,57,6.25,2.62,0.78,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,12:54 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/13/2019,12:47 PM,153,9.82,4.12,1.23,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/13/2019,1:37 PM,79,4.25,1.79,0.53,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,10:19 AM,140,6.56,2.75,0.82,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,9:18 AM,208,20.46,8.59,2.57,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/13/2019,11:43 AM,106,4.64,1.95,0.58,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/13/2019,11:01 AM,30,0.46,0.2,0.06,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/13/2019,8:29 AM,97,4.93,2.07,0.62,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,11:28 AM,74,7.14,3,0.9,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/13/2019,11:17 AM,73,7.12,2.99,0.89,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/13/2019,8:30 AM,127,8.45,3.55,1.06,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/13/2019,9:01 AM,118,9.41,3.95,1.18,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,8:50 AM,106,5.81,2.44,0.73,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/13/2019,8:49 AM,58,5.84,2.45,0.73,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,8:30 AM,71,4.87,2.04,0.61,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/13/2019,7:06 AM,69,8.19,3.44,1.03,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/13/2019,5:38 AM,147,11.25,4.73,1.41,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/13/2019,8:33 AM,   -     , -   , -   , -   ,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/13/2019,5:36 AM,   -     , -   , -   , -   ,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/14/2019,9:25 PM,157,10.85,4.56,1.36,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/14/2019,6:23 PM,219,23.03,9.67,2.89,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,7:41 PM,92,9.17,3.85,1.15,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/14/2019,6:18 PM,126,12.46,5.23,1.56,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/14/2019,6:24 PM,143,14.75,6.2,1.85,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/14/2019,6:42 PM,122,6.64,2.79,0.83,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/14/2019,4:00 PM,131,9.71,4.08,1.22,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/14/2019,4:07 PM,91,8.8,3.7,1.11,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,2:52 PM,167,16.25,6.83,2.04,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,1:37 PM,223,20.68,8.69,2.6,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/14/2019,4:30 PM,   -     , -   , -   , -   ,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/14/2019,4:28 PM,   -     , -   , -   , -   ,Level 2
